operation_id,status,location,input_timestamp,output_timestamp
O11,TRANSFER,M1,0.0,3.251059395972708
O21,TRANSFER,M1,2.0,5.950276528604685
O32,DONE,M1,6.153665260817149,9.279211979240007
O13,DONE,M1,10.940236828463107,14.881664373893628
O12,TRANSFER,M2,4.835459643788437,9.895924652353816
O22,DONE,M2,7.354704352107631,14.033934606799807
O31,TRANSFER,M3,4.0,4.485602350196211
