job_id,part_id,status,current_location,last_completion_time,total_operations,completed_operations,current_operation,progress,remaining_operations,machine,queue_type
J3,P3,DONE,,10.657788632814167,2,2,,1.0,0,M1,finished
J1,P1,DONE,,11.966404637903503,3,3,,1.0,0,M1,finished
J2,P2,DONE,,12.393380350308592,2,2,,1.0,0,M2,finished
